gene_id,gene_name,caudal_rep1_log2FC_prox_minus_dist,dorsal_50K_groupmean_log2FC_proxFish_minus_distFish,in_caudal_200gene_signature
ENSNFUG00015000756,ENSNFUG00015000756,0.004338242661729894,-0.008753712755563622,False
ENSNFUG00015000808,Nfu_g_1_014875,0.0028066914458385883,0.014999087209148474,False
ENSNFUG00015000960,ENSNFUG00015000960,0.0933568959453597,0.05854917968563317,False
ENSNFUG00015000983,OLA.5669,0.8352563178782839,-0.3640890705999187,False
ENSNFUG00015000986,ENSNFUG00015000986,0.4051343580440787,0.22046416416419712,False
ENSNFUG00015001011,gpc4,0.8547538030212789,-0.18219463254037205,False
ENSNFUG00015001058,gpc3,-0.014529976263794707,0.02105403916781353,False
ENSNFUG00015001063,ENSNFUG00015001063,0.0,0.0,False
ENSNFUG00015001073,PHF6,0.042477451756009144,-0.017675257269139433,False
ENSNFUG00015001084,ENSNFUG00015001084,0.24832762720274948,0.08778666751460751,False
ENSNFUG00015001123,HPRT1,0.37402957540310844,0.08599662514462558,False
ENSNFUG00015001252,FAM122B,0.016754270754266443,0.20778010552455622,False
ENSNFUG00015001277,MOSPD1,0.26615749170733816,0.046712017785187854,False
ENSNFUG00015001325,DDX26B,0.1756977450518764,-0.06581621005373728,False
ENSNFUG00015001579,mmgt1,0.20593606465997372,-0.030139998108941413,False
ENSNFUG00015001589,PFDN6,0.17384159426452506,0.1806488353245621,False
ENSNFUG00015001648,guf1,-0.08402178131533988,0.1528925433808972,False
ENSNFUG00015001860,CABZ01072856.1,0.030877817921331478,0.047946451460629036,False
ENSNFUG00015001931,ENSNFUG00015001931,0.0188682189255246,0.0,False
ENSNFUG00015001945,gabra4,0.0858163642756141,-0.19126760157530426,False
ENSNFUG00015001957,CCDC37,0.41339989699151164,0.12913462002107637,False
ENSNFUG00015001969,CABZ01003022.1,0.5392930751786338,0.03162896598237097,False
ENSNFUG00015001992,SMAD5,0.4083115570062099,0.07590125813370951,False
ENSNFUG00015002010,ENSNFUG00015002010,0.12087714595137927,0.04694493077543824,False
ENSNFUG00015002012,syvn1,0.8210857860625578,0.03982650167023616,False
ENSNFUG00015002014,GPR137,0.016754270754266443,-0.0484405860566976,False
ENSNFUG00015002019,OLA.28460,0.148556748138033,0.4196559444073613,False
ENSNFUG00015002046,C14H8ORF40,0.35384944634777415,0.031661322043716744,False
ENSNFUG00015002048,her5,-0.03839376835195369,-0.021436287599267044,False
ENSNFUG00015002050,ENSNFUG00015002050,0.0,0.0,False
ENSNFUG00015002053,ENSNFUG00015002053,0.0188682189255246,-0.015963547302031863,False
ENSNFUG00015002127,EFHA2,0.013135597057893467,0.01235733885255108,False
ENSNFUG00015002324,FGF20B,0.0,0.020620611371788042,False
ENSNFUG00015002328,ENSNFUG00015002328,0.022962876763003175,0.0,False
ENSNFUG00015002330,ENSNFUG00015002330,0.0,0.0,False
ENSNFUG00015002334,CNOT7,-0.08277390789170602,-0.10915356570783041,False
ENSNFUG00015002346,mtmr7a,0.049667169479150175,-0.02875761487392725,False
ENSNFUG00015002389,ENSNFUG00015002389,0.0,0.0,False
ENSNFUG00015002400,SLC7A2,-0.8163621158708949,-0.1568428214222637,True
ENSNFUG00015002432,pdgfrl,0.757802183390628,0.7966652858027519,False
ENSNFUG00015002441,ENSNFUG00015002441,0.3448954215206106,0.16889747941357625,False
ENSNFUG00015002463,SYBL1,0.1639671706558553,0.004045292102073494,False
ENSNFUG00015002471,ENSNFUG00015002471,0.3003475727297218,-0.15264177875488194,False
ENSNFUG00015002478,ENSNFUG00015002478,0.01677398179072155,0.04095140453831396,False
ENSNFUG00015002484,ENSNFUG00015002484,0.004338242661729894,-0.017771473797178552,False
ENSNFUG00015002486,ENSNFUG00015002486,0.0188682189255246,0.0019102457031643996,False
ENSNFUG00015002488,ENSNFUG00015002488,-0.014529976263794707,0.0,False
ENSNFUG00015002490,CYSLTR1,-0.05571165430371666,0.006654017759975983,False
ENSNFUG00015002492,ENSNFUG00015002492,0.012339968327999218,0.059337724328659025,False
ENSNFUG00015002495,ENSNFUG00015002495,0.04135013522577658,-0.01964958239241004,False
ENSNFUG00015002499,LPAR4,1.3498529321999209,0.07217756696962319,False
ENSNFUG00015002502,P2RY10,0.13262328708837734,0.053335030837455284,False
ENSNFUG00015002507,gpr174,0.08076120457028,-0.06568659132971043,False
ENSNFUG00015002514,ITM2A,0.47474883196912704,-0.00944175433704808,False
ENSNFUG00015002521,TBX22,0.1340840051993344,0.04264490346427303,False
ENSNFUG00015002526,ENSNFUG00015002526,0.0,0.0,False
ENSNFUG00015002531,ENSNFUG00015002531,0.03749285302679788,0.019198055102973625,False
ENSNFUG00015002533,sh3bgrl,0.5158518371488401,0.9013170034655795,False
ENSNFUG00015002541,ENSNFUG00015002541,-0.014529976263794707,0.0,False
ENSNFUG00015002561,ENSNFUG00015002561,0.0,0.0,False
ENSNFUG00015002564,ENSNFUG00015002564,0.04512089599085918,-0.032118136422311316,False
ENSNFUG00015002565,ENSNFUG00015002565,0.0,-0.008856031963581331,False
ENSNFUG00015002566,POU3F4,0.0188682189255246,0.01176457940820671,False
ENSNFUG00015002569,ENSNFUG00015002569,0.17010969120940428,-0.12800932356724748,False
ENSNFUG00015003338,rps6kal,0.2630038807963886,-0.11099249420221935,False
ENSNFUG00015004104,HDX,0.31255652705373205,-0.14057704217664213,False
ENSNFUG00015004180,si:ch211-26b3.4,0.0,0.0,False
ENSNFUG00015004554,ENSNFUG00015004554,0.0,0.0,False
ENSNFUG00015004561,APOOL,0.07866091245576401,0.11553379251029527,False
ENSNFUG00015004577,ENSNFUG00015004577,-0.024289932221343763,0.04550229729003678,False
ENSNFUG00015005353,tenm1,-0.05726198727747829,-0.02691888861329763,False
ENSNFUG00015011357,ENSNFUG00015011357,0.1487335347074349,0.062805909887374,False
ENSNFUG00015011500,asb12b,0.0,0.019198055102973625,False
ENSNFUG00015011515,ZC4H2,0.32908972750244825,0.16033095286423116,False
ENSNFUG00015011568,msnb,-0.07086662621670528,0.07826568774905171,False
ENSNFUG00015011905,ENSNFUG00015011905,-0.06935842604663378,0.011793493128639643,False
ENSNFUG00015011946,EFNB1,0.1573196303462474,0.1451586707090966,False
ENSNFUG00015011950,EIF4EBP3,0.47265090643315677,0.16257768584075238,False
ENSNFUG00015011965,CYSTM1,0.03470419046309156,-0.008753712755563622,False
ENSNFUG00015012194,TENM2,0.008577779949457222,0.00010231920801771072,False
ENSNFUG00015013490,ENSNFUG00015013490,0.0188682189255246,0.0,False
ENSNFUG00015013497,ENSNFUG00015013497,-0.014529976263794707,-0.008856031963581331,False
ENSNFUG00015013504,ENSNFUG00015013504,0.0,0.0,False
ENSNFUG00015013511,HMMR,-0.3103568961366845,0.12014640854563119,False
ENSNFUG00015013536,CYFIP2,0.004338242661729894,0.09511281712435883,False
ENSNFUG00015013570,ENSNFUG00015013570,0.0,0.0,False
ENSNFUG00015013580,itk,-0.01004685415181606,0.08135852659817194,False
ENSNFUG00015013642,MED7,0.29722698939696257,0.026175639196024836,False
ENSNFUG00015013647,LONRF1,-0.19851990112656948,0.1963754405984709,False
ENSNFUG00015013657,ENSNFUG00015013657,0.0,0.0,False
ENSNFUG00015013665,myot,-0.1803727580449303,0.15971432009148706,False
ENSNFUG00015013685,ENSNFUG00015013685,0.22767498113656803,0.047233363039382026,False
ENSNFUG00015013762,ENSNFUG00015013762,-0.16244052170893797,-0.1585666726370798,False
ENSNFUG00015013765,ENSNFUG00015013765,0.1697625098800632,0.04559810157748524,False
ENSNFUG00015013770,ENSNFUG00015013770,-0.04315815114686836,0.0,False
ENSNFUG00015013780,ENSNFUG00015013780,0.0188682189255246,0.04039325974577542,False
ENSNFUG00015013784,ENSNFUG00015013784,0.02696503841223063,0.017873793005196262,False
ENSNFUG00015013789,ENSNFUG00015013789,0.0,0.0,False
ENSNFUG00015013795,ENSNFUG00015013795,0.0,0.0,False
ENSNFUG00015013796,ENSNFUG00015013796,0.0,0.0,False
ENSNFUG00015013800,ENSNFUG00015013800,0.0,0.0,False
ENSNFUG00015013803,hvcn1,-0.11014701259288229,-0.11507047171641505,False
ENSNFUG00015013812,TCTN1,-0.007440407165971941,0.11553094535072583,False
ENSNFUG00015013816,NKX1.2LB,0.0,-0.017771473797178552,False
ENSNFUG00015013823,uvssa,0.21231862987757455,0.13374498995125816,False
ENSNFUG00015013833,SIL1,0.28631847957022716,0.06944696572444142,False
ENSNFUG00015013838,ENSNFUG00015013838,0.26925583699075945,0.009682443187138956,False
ENSNFUG00015013859,TRAPPC11,0.42264663920589474,-0.06388850030408011,False
ENSNFUG00015013925,RELL2,0.04569269286425147,0.010783012693355187,False
ENSNFUG00015013929,zgc:154054,-0.07386357714955327,0.25714293918020736,False
ENSNFUG00015013934,SETD7,0.08681490555544968,0.07957934690768731,False
ENSNFUG00015013940,RNF103,0.11056154056704326,0.18087782034988065,False
ENSNFUG00015013945,GFRA3,0.0,0.0,False
ENSNFUG00015013948,ENSNFUG00015013948,0.0,0.0,False
ENSNFUG00015013950,ENSNFUG00015013950,0.0,0.0,False
ENSNFUG00015013956,enpp6,0.11004282589800118,-0.033735021099210415,False
ENSNFUG00015013965,ENSNFUG00015013965,-0.02891507307734066,0.0,False
ENSNFUG00015013969,RAB33B,0.17721655695315386,-0.27833325467619074,False
ENSNFUG00015013978,HSPA9,1.0865904115595106,-0.22340944920256378,False
ENSNFUG00015014011,csnk1a1,0.17777941252506313,0.04519103091966059,False
ENSNFUG00015014133,map3k19,0.0,0.0,False
ENSNFUG00015014358,ENSNFUG00015014358,0.0,0.0,False
ENSNFUG00015014363,ENSNFUG00015014363,0.0,0.0,False
ENSNFUG00015014400,ENSNFUG00015014400,-0.014529976263794707,0.010342023139392293,False
ENSNFUG00015014415,STOX2,0.19642650939914175,0.013005722710725198,False
ENSNFUG00015014436,ENSNFUG00015014436,0.3039146505196583,0.02602542921614931,False
ENSNFUG00015014452,tmem129,0.06829369150180864,-0.0555693170102296,False
ENSNFUG00015014461,igbp1,0.11328507477231575,0.04091682916968509,False
ENSNFUG00015014486,abhd18,0.3486058469479141,0.17858341716811266,False
ENSNFUG00015014606,IMMT,0.6145218372318686,0.06678019783847233,False
ENSNFUG00015014927,SLBP,0.23540853997356548,0.0021822499236945347,False
ENSNFUG00015014932,ENSNFUG00015014932,0.0,0.0,False
ENSNFUG00015014957,pcdh10b,0.18268554177491458,-0.019746163112346914,False
ENSNFUG00015014973,ENSNFUG00015014973,0.0188682189255246,-0.017771473797178552,False
ENSNFUG00015014992,fbxo38,0.3184588221950033,0.08414996275998776,False
ENSNFUG00015015216,MAGT1,0.8051755321593608,0.1305062752927837,False
ENSNFUG00015015798,ENSNFUG00015015798,0.15897303409098645,0.03641037199642277,False
ENSNFUG00015015802,ENSNFUG00015015802,-0.03839376835195369,0.0035563813158740326,False
ENSNFUG00015015805,ENSNFUG00015015805,0.0,-0.008856031963581331,False
ENSNFUG00015015808,ENSNFUG00015015808,-0.014529976263794707,0.00284913757460949,False
ENSNFUG00015015812,pcdh18b,0.254603517445424,0.11520316984385806,False
ENSNFUG00015015817,CCRN4L,0.5130768191087467,-0.11701416534745965,False
ENSNFUG00015015823,ENSNFUG00015015823,0.030913861523691688,-0.03231921979995356,False
ENSNFUG00015015831,ENSNFUG00015015831,0.0332494189322827,0.1299373106062594,False
ENSNFUG00015015833,ENSNFUG00015015833,0.12844566468303384,-0.05116950517246582,False
ENSNFUG00015015840,ENSNFUG00015015840,0.16751001112653618,0.17257461509699112,False
ENSNFUG00015015865,mlsl,0.03749285302679788,0.00415049908728872,False
ENSNFUG00015016034,HARS,0.4876709498880434,0.08087025501587863,False
ENSNFUG00015016832,SLC7A11,0.0188682189255246,0.03982870751081215,False
ENSNFUG00015016929,slitrk4,-0.01004685415181606,0.004143564356979504,False
ENSNFUG00015016934,ENSNFUG00015016934,-0.015349166132789964,0.001646135612709633,False
ENSNFUG00015016936,ENSNFUG00015016936,0.0,0.0,False
ENSNFUG00015016950,ENSNFUG00015016950,0.0,0.0,False
ENSNFUG00015016956,ENSNFUG00015016956,0.0,0.0,False
ENSNFUG00015016959,ENSNFUG00015016959,0.0,0.017873793005196262,False
ENSNFUG00015016966,ENSNFUG00015016966,-0.015349166132789964,0.005527356708055653,False
ENSNFUG00015000040,ENSNFUG00015000040,0.0188682189255246,-0.015963547302031863,False
ENSNFUG00015000042,ENSNFUG00015000042,0.05186522348649625,0.04111398488039075,False
ENSNFUG00015000043,CASP3,-0.10508977918371021,0.03927193766243109,False
ENSNFUG00015000044,ENSNFUG00015000044,-0.10276911038101222,0.3703911941418787,False
ENSNFUG00015000045,st3gal5,0.09926292521416798,0.09707761571178021,False
ENSNFUG00015000046,ENSNFUG00015000046,0.0,0.0,False
ENSNFUG00015000048,ENSNFUG00015000048,0.10645618140978264,0.06902353515359239,False
ENSNFUG00015000051,PTCD3,0.33433497500078424,0.13314400098483858,False
ENSNFUG00015000133,PLS3,0.1478942485190382,0.3723195370352448,False
ENSNFUG00015000380,ENSNFUG00015000380,0.004338242661729894,0.0,False
ENSNFUG00015000388,ENSNFUG00015000388,0.05939467280990418,0.05622701345995877,False
ENSNFUG00015000482,SNX25,0.14131692552383202,0.1416043843768866,False
ENSNFUG00015000747,ENSNFUG00015000747,0.0,0.020620611371788042,False
ENSNFUG00015000751,ENSNFUG00015000751,0.0,0.0,False
ENSNFUG00015000802,ANKHD1,0.2445576458063785,-0.04538626389633649,False
ENSNFUG00015001127,HNRNPH1L,0.852631211516603,0.127107753404049,False
ENSNFUG00015001150,rufy1,0.24584403748891237,0.09096672833364039,False
ENSNFUG00015001164,ENSNFUG00015001164,0.14507320950576608,0.07402591807221182,False
ENSNFUG00015001168,ENSNFUG00015001168,0.038447000025259415,0.020107111659011367,False
ENSNFUG00015001171,ENSNFUG00015001171,0.0,0.0,False
ENSNFUG00015001172,ENSNFUG00015001172,-0.014529976263794707,0.0,False
ENSNFUG00015001174,ENSNFUG00015001174,0.0,0.019198055102973625,False
ENSNFUG00015001178,ENSNFUG00015001178,0.0,0.0,False
ENSNFUG00015001182,ENSNFUG00015001182,0.1968232092109875,0.1646041505061161,False
ENSNFUG00015001198,DDX41,0.36555330554970666,-0.006907654529342722,False
ENSNFUG00015001261,ENSNFUG00015001261,0.02284968981457869,0.09288631304135109,False
ENSNFUG00015001264,ENSNFUG00015001264,0.008577779949457222,0.20252148862598351,False
ENSNFUG00015001267,FAM193B,-0.021981696079358404,0.057385409828217604,False
ENSNFUG00015001274,MXD3,-0.34398153670801834,-0.03465735650924717,False
ENSNFUG00015001283,PRELID1A,0.5968018285276708,-0.1242173928910566,False
ENSNFUG00015001285,npy7r,0.0,0.0,False
ENSNFUG00015001288,trim105,-0.19208414314966626,0.033536297699934714,False
ENSNFUG00015001315,flt4,0.037584718885882606,0.03406765771952197,False
ENSNFUG00015001437,ERGIC1,1.1335491367195094,0.15292516559649894,False
ENSNFUG00015001467,DUSP1,0.3403476422029028,-0.17596035569651214,False
ENSNFUG00015001478,NEURL1B,-0.014529976263794707,0.017873793005196262,False
ENSNFUG00015001484,ENSNFUG00015001484,-0.053317070604904426,0.08843183957415013,False
ENSNFUG00015001488,ENSNFUG00015001488,0.0,0.0,False
ENSNFUG00015001493,ENSNFUG00015001493,0.0,0.0,False
ENSNFUG00015001498,ENSNFUG00015001498,-0.01004685415181606,0.05386918492919195,False
ENSNFUG00015001502,ENSNFUG00015001502,-0.018348729957328058,-0.0465917077431921,False
ENSNFUG00015001595,gria3b,-0.033818072836071286,0.044543758833064155,False
ENSNFUG00015001960,ENSNFUG00015001960,0.06932121609759784,-0.07335526648317116,False
ENSNFUG00015001966,tfap2c,-0.4328101917238274,-0.1453757870579384,False
ENSNFUG00015001976,ENSNFUG00015001976,0.0,0.0,False
ENSNFUG00015001982,ENSNFUG00015001982,0.0,0.0,False
ENSNFUG00015001983,ENSNFUG00015001983,0.08436305672280042,0.07965447384125923,False
ENSNFUG00015001988,ENSNFUG00015001988,0.0,0.0,False
ENSNFUG00015002005,nlgn3a,-0.05236105869683665,0.029205091677893272,False
ENSNFUG00015002020,ENSNFUG00015002020,-0.002661411990466586,0.027841853768461378,False
ENSNFUG00015002023,pcdh20,0.0,0.0,False
ENSNFUG00015002025,plp1a,0.030877817921331478,0.07464636110482523,False
ENSNFUG00015002028,RAB9B,-0.0471404622752928,0.018619459674145092,False
ENSNFUG00015002030,FUT11,0.4089639593573476,-0.01711269241183222,False
ENSNFUG00015002039,ENSNFUG00015002039,-0.2758565408262803,0.15229548695512563,False
ENSNFUG00015002052,NSDHL,-0.011392302534945942,0.36199309087308507,False
ENSNFUG00015002056,cetn2,-0.032840074786758766,0.07770935105417798,False
ENSNFUG00015002062,gcna,0.2057261333743956,0.07336800226024326,False
ENSNFUG00015002106,ogt.1,0.2011649379156597,0.06735629248815878,False
ENSNFUG00015002231,FHDC1,0.0188682189255246,-0.015963547302031863,False
ENSNFUG00015002239,RHOGC,0.38246187215659155,-0.22812483118147853,False
ENSNFUG00015002241,ENSNFUG00015002241,0.0,0.0,False
ENSNFUG00015002244,ENSNFUG00015002244,0.0,-0.008856031963581331,False
ENSNFUG00015002246,kctd12b,0.29043912659631466,0.14935305775770646,False
ENSNFUG00015002251,znf711,-0.0585961276124225,0.08791809834921471,False
ENSNFUG00015002257,Nfu_g_1_014702,0.032024709067929535,0.10909479828667923,False
ENSNFUG00015002266,ENSNFUG00015002266,-0.5729656410506809,-0.03558392187668602,False
ENSNFUG00015002268,MCART6,0.0,0.0,False
ENSNFUG00015002274,PRPS1A,0.49601810893147547,-0.042707317781591314,False
ENSNFUG00015002296,FRMPD3,0.0,0.0,False
ENSNFUG00015002317,CU468142.1,0.11283599413036473,0.10490403109151342,False
ENSNFUG00015002323,glod5,-0.2239076514426488,0.09765354596924869,False
ENSNFUG00015002326,RLIM,0.26411795948041883,-0.034354934709685425,False
ENSNFUG00015002332,KIAA2022,-0.02891507307734066,0.017873793005196262,False
ENSNFUG00015002337,ENSNFUG00015002337,0.0,0.0,False
ENSNFUG00015002359,ABCB7,0.49852270359119566,-0.00929841123796904,False
ENSNFUG00015002431,UPRT,0.5289151618628778,-0.09976184999147719,False
ENSNFUG00015002436,zdhhc15b,0.1687633654694336,0.0128061893111997,False
ENSNFUG00015002447,fgf16,0.28934056205582237,0.06572982682813103,False
ENSNFUG00015002548,ENSNFUG00015002548,0.5920253380254268,-0.05162449234935895,False
ENSNFUG00015003196,KIF3A,0.41198242487949743,0.10620337998400053,False
ENSNFUG00015003228,ENSNFUG00015003228,-0.13182026235384037,0.09661085401042718,False
ENSNFUG00015003232,ENSNFUG00015003232,0.0,0.0,False
ENSNFUG00015003238,KCTD16A,0.0188682189255246,0.0,False
ENSNFUG00015003243,nr3c1,-0.017750671617315028,0.13751673034303602,False
ENSNFUG00015003249,fgf1a,-0.026505092344204062,-0.04016787455618037,False
ENSNFUG00015003259,NDFIP1,0.3742248146907883,-0.025517929781735837,False
ENSNFUG00015003276,GNPDA1,0.43277010867484655,0.36747627283403306,False
ENSNFUG00015003337,hspa4b,0.8665530058006263,-0.08692481345523362,False
ENSNFUG00015003568,uqcrq,0.18867689010754152,0.1397296112624309,False
ENSNFUG00015008903,gdf9,0.0,0.0,False
ENSNFUG00015008927,sowahab,0.04135013522577658,0.001187713375054425,False
ENSNFUG00015009062,SEPT8B,0.131697985229137,-0.024819579265613196,False
ENSNFUG00015009320,CCNG1,0.1251628516387413,-0.009614515830373094,False
ENSNFUG00015009344,NUDCD2,0.44231044624500715,0.241307595293212,False
ENSNFUG00015009409,gabra6a,0.0,0.0,False
ENSNFUG00015009964,gabrb2a,0.0,0.0,False
ENSNFUG00015010148,atp10b,-0.26083074616485025,0.10922186707185855,False
ENSNFUG00015010988,fbxl3l,0.0,0.0,False
ENSNFUG00015011036,atp7a,0.42886912022675494,0.09131147617935209,False
ENSNFUG00015011550,sfxn1,0.08163259004726939,0.08311316977829564,False
ENSNFUG00015011593,ppp2ca,0.014833917731426435,0.036829013635626406,False
ENSNFUG00015011610,ATP5O,-0.03242555503956446,0.08019770925171876,False
ENSNFUG00015011630,si:ch1073-44g3.1,-0.08843747619838327,0.009251791135688192,False
ENSNFUG00015011658,nsd1a,0.31468330619006,0.11903096867429719,False
ENSNFUG00015011753,ENSNFUG00015011753,0.01677398179072155,-0.0051631941872312195,False
ENSNFUG00015011794,clk4a,-0.25274061600512,-0.04142550420752933,False
ENSNFUG00015012032,ENSNFUG00015012032,0.799352761883026,0.2629359501734036,False
ENSNFUG00015012048,rack1,0.18206379669313044,0.08061627065045229,False
ENSNFUG00015012118,NME5,0.19341861204431876,0.06393022920522244,False
ENSNFUG00015012155,HNRNPAB,0.5578340152767804,-0.08786281852934863,False
ENSNFUG00015012188,AGXT2L2,0.15474063476591549,-0.0120125758484535,False
ENSNFUG00015012211,FAM53C,0.14516977816651322,0.02112552262248324,False
ENSNFUG00015012225,ctbp1,0.8599538203507837,-0.03139457589006911,False
ENSNFUG00015012373,spon2a,0.016754270754266443,0.27102337969619766,False
ENSNFUG00015012412,kdm3b,0.27245304660714176,0.018013056866429178,False
ENSNFUG00015012725,reep2,0.9517504952896458,-0.07966872783714707,False
ENSNFUG00015012759,ENSNFUG00015012759,0.0,0.0,False
ENSNFUG00015012761,ENSNFUG00015012761,0.0,0.020620611371788042,False
ENSNFUG00015012763,ENSNFUG00015012763,-0.01004685415181606,-0.008856031963581331,False
ENSNFUG00015012765,EGR1,-0.2885921702315448,-0.10022941345124803,False
ENSNFUG00015012766,ENSNFUG00015012766,0.0,0.028215816144588554,False
ENSNFUG00015012770,ENSNFUG00015012770,0.0188682189255246,0.057692459479957936,False
ENSNFUG00015012772,ENSNFUG00015012772,0.23700699940101247,0.1278957222539887,False
ENSNFUG00015012773,ENSNFUG00015012773,0.0,0.0,False
ENSNFUG00015012777,ADRA1BB,0.0,0.06987873516010272,False
ENSNFUG00015012784,FABP6,0.13902480835471565,0.025296018773303786,False
ENSNFUG00015012790,CCNJL,0.5247704970203465,0.031468221452315204,False
ENSNFUG00015012798,c1qtnf2,0.0,-0.021072138661224458,False
ENSNFUG00015012815,slu7,0.20995488226469838,0.032951719770517585,False
ENSNFUG00015012966,ENSNFUG00015012966,-0.019212460330304992,0.260241413985165,False
ENSNFUG00015012970,ENSNFUG00015012970,-0.014529976263794707,0.0,False
ENSNFUG00015012974,ENSNFUG00015012974,0.0188682189255246,0.0,False
ENSNFUG00015012977,si:dkey-74k8.3,-0.5497064134398233,0.0718628357995037,False
ENSNFUG00015012993,rnf20,0.37329577206878506,0.12016305425176688,False
ENSNFUG00015013216,ALDOB,-0.4947643538297779,0.17496072423822184,False
ENSNFUG00015013239,TMCO6,-0.016812835754254546,-0.010919171502101699,False
ENSNFUG00015013243,ENSNFUG00015013243,0.004338242661729894,-0.017771473797178552,False
ENSNFUG00015013244,arsia,0.0,0.0,False
ENSNFUG00015013245,cdx1a,0.07403596906819984,0.0,False
ENSNFUG00015013252,pdgfrb,1.1803870816840514,0.21098451081863034,False
ENSNFUG00015013427,csf1ra,0.24935590310677047,-0.1648259227443628,False
ENSNFUG00015016531,ENSNFUG00015016531,-0.06473117911632942,0.04835415197885151,False
ENSNFUG00015016541,hmgxb3,0.13583755891981447,-0.1153071954421086,False
ENSNFUG00015016601,ENSNFUG00015016601,0.2277931341756787,-0.024332984346903785,False
ENSNFUG00015016607,OLA.18521,0.03470419046309156,0.045490200681277126,False
ENSNFUG00015016613,SLC35A4,0.18073971099954478,0.0303839269591496,False
ENSNFUG00015016616,cd74a,-0.48837364954476836,0.013139044366457853,False
ENSNFUG00015016647,CU468924.1,0.04628576095828363,-0.22731610089866577,False
ENSNFUG00015017339,RBM22,0.3610012214472311,-0.06332896784824804,False
ENSNFUG00015017371,myoz3a,0.0,0.020620611371788042,False
ENSNFUG00015017379,ARL3L1,0.0188682189255246,0.0,False
ENSNFUG00015017388,rgs14a,-0.24278941377076713,-0.14896744480463564,False
ENSNFUG00015017397,slc34a1a,0.19510546667423898,0.0,False
ENSNFUG00015017421,ENSNFUG00015017421,0.0,0.0,False
ENSNFUG00015017424,adra2da,0.0,0.0,False
ENSNFUG00015017430,ENSNFUG00015017430,0.008577779949457222,0.042039395358485054,False
ENSNFUG00015017447,cnot6b,0.16773879633062938,-0.05318736171463412,False
ENSNFUG00015017496,ENSNFUG00015017496,0.0,0.0,False
ENSNFUG00015017661,ENSNFUG00015017661,0.5993588840835944,0.6129129143012987,False
ENSNFUG00015019367,ENSNFUG00015019367,0.0188682189255246,-0.026627505760759885,False
ENSNFUG00015019372,ENSNFUG00015019372,0.0,0.0,False
ENSNFUG00015019376,ENSNFUG00015019376,0.0,-0.015963547302031863,False
ENSNFUG00015019502,gfpt2,0.43683642543517553,0.12311240014087854,False
ENSNFUG00015022947,mapk9,0.32929751010713315,-0.04731739397706547,False
ENSNFUG00015023084,ENSNFUG00015023084,0.12019493788973612,0.11236234371962117,False
ENSNFUG00015023090,RASGEF1C,0.8726675508513504,0.31934517644296373,False
ENSNFUG00015023106,ENSNFUG00015023106,0.18341108245572196,-0.10474236144783851,False
ENSNFUG00015023111,PRP19,0.5719261739755113,0.011213450503772648,False
ENSNFUG00015023183,TCIRG1,0.901975280418841,0.09040075100474598,False
